,,,,,,,,
,,,@trev_barry's tweets,Exported on 12 Mar 2018 - 3:13 PM (GMT-7) with http://www.twitonomy.com,,,,
27/04/2017 12:43:10,@trev_barry,Trevor Franklin,@Chantelxxx_ I want a printout of this to mail to several people we went to high school with,https://twitter.com/trev_barry/status/857575852602773505,Twitter for iPhone,Reply (native),1.00,1.00
26/04/2017 21:19:50,@trev_barry,Trevor Franklin,"I want this framed &amp; mounted on my wall. The basis of science, changing your beliefs based on new evidence/facts. https://t.co/Tckki9NngZ",https://twitter.com/trev_barry/status/857343488463187968,Twitter for iPhone,New,0.00,1.00
22/04/2017 21:22:41,@trev_barry,Trevor Franklin,Are we doing this whole protest thing right?? PS selfies are hard #marchforscience https://t.co/RwDSBDUWB7,https://twitter.com/trev_barry/status/855894652381278208,Twitter for iPhone,New,0.00,4.00
21/04/2017 10:28:27,@trev_barry,Trevor Franklin,Non morning people being forced to get up early are the scariest type of people and should be feared &amp; respected lol,https://twitter.com/trev_barry/status/855367620807319552,Twitter for iPhone,New,0.00,20.00
20/04/2017 12:37:55,@trev_barry,Trevor Franklin,RT @norm: FYI. https://t.co/2aun1Pkrv1,https://twitter.com/trev_barry/status/855037815234732032,Twitter for iPhone,Retweet (native),725.00,"1,388.00"
19/04/2017 23:31:45,@trev_barry,Trevor Franklin,@RyanPennington_ Wait till college. #ImAllreadyDeadInside,https://twitter.com/trev_barry/status/854839968669282304,Twitter for iPhone,Reply (native),0.00,5.00
19/04/2017 04:09:22,@trev_barry,Trevor Franklin,I think my roommate is silent all the time b/c he's probably planning my murder lol. It's what I get for being annoying 24/7 #NoRegrets,https://twitter.com/trev_barry/status/854547445661011969,Twitter for iPhone,New,0.00,6.00
19/04/2017 04:07:11,@trev_barry,Trevor Franklin,@Chantelxxx_ I think a threw up a bit,https://twitter.com/trev_barry/status/854546894583943173,Twitter for iPhone,Reply (native),0.00,3.00
18/04/2017 16:16:12,@trev_barry,Trevor Franklin,"RT @camphalfblood: Photo caption:
Minister Taro Aso: 'You can do it, Mike! Flex the facial muscles a little more, like this! This is how hu…",https://twitter.com/trev_barry/status/854367973049597953,Twitter for iPhone,Retweet (native),72.00,640.00
18/04/2017 13:34:21,@trev_barry,Trevor Franklin,RT @morgyn1999: thank you thank you thank you https://t.co/6h4TtKGuHJ,https://twitter.com/trev_barry/status/854327238753488896,Twitter for iPhone,Retweet (native),1.00,5.00
18/04/2017 02:16:41,@trev_barry,Trevor Franklin,RT @norm: Why haven't hipsters made lanterns a thing again?,https://twitter.com/trev_barry/status/854156701783797761,Twitter for iPhone,Retweet (native),542.00,"2,401.00"
18/04/2017 02:08:45,@trev_barry,Trevor Franklin,RT @colesprouse: Your Coachella outfit is appropriating 100% of a Native American headdress for someone who claims to be 2% Choctaw.,https://twitter.com/trev_barry/status/854154705622228993,Twitter for iPhone,Retweet (native),"17,745.00","112,248.00"
16/04/2017 14:26:14,@trev_barry,Trevor Franklin,"RT @colesprouse: ""I'm screaming"" is the pumpkin spice latte of tweets",https://twitter.com/trev_barry/status/853615522872795141,Twitter for iPhone,Retweet (native),"53,377.00","234,539.00"
16/04/2017 05:42:35,@trev_barry,Trevor Franklin,"When your honorary professor has no chill...
 #OnlyAPBioStudentsGetThis https://t.co/1ZuLsHmeHP",https://twitter.com/trev_barry/status/853483739539701762,Twitter for iPhone,New,0.00,0.00
16/04/2017 05:37:33,@trev_barry,Trevor Franklin,RT @FCStargazers: https://t.co/P2iONCzq1F,https://twitter.com/trev_barry/status/853482476098007040,Twitter for iPhone,Retweet (native),2.00,3.00
14/04/2017 23:33:46,@trev_barry,Trevor Franklin,Not really looking for love. Just someone to talk about Star Wars fan theories with lol,https://twitter.com/trev_barry/status/853028535581237248,Twitter for iPhone,New,0.00,5.00
14/04/2017 19:39:32,@trev_barry,Trevor Franklin,Guilty as charged https://t.co/tyFgeBPsM7,https://twitter.com/trev_barry/status/852969589701042176,Twitter for iPhone,New,0.00,0.00
14/04/2017 00:40:13,@trev_barry,Trevor Franklin,Just accidentally made eye contact with some dude in the bathroom stall so now I'm seriously considering switching dorms,https://twitter.com/trev_barry/status/852682871500406784,Twitter for iPhone,New,0.00,9.00
13/04/2017 13:48:26,@trev_barry,Trevor Franklin,RT @jeniferfair: Suicide is not drama. https://t.co/RvyfQ3HKA4,https://twitter.com/trev_barry/status/852518844178550784,Twitter for iPhone,Retweet (native),596.00,"1,270.00"
12/04/2017 13:57:20,@trev_barry,Trevor Franklin,@thereef650 Math,https://twitter.com/trev_barry/status/852158698705350658,Twitter for iPhone,Reply (native),0.00,1.00
11/04/2017 20:17:57,@trev_barry,Trevor Franklin,"Yoooooo!!!!....

....Too soon??? https://t.co/elMyZyNlw6",https://twitter.com/trev_barry/status/851892095518420992,Twitter for iPhone,New,0.00,4.00
11/04/2017 13:57:51,@trev_barry,Trevor Franklin,"RT @JohnLegere: Hey @carterjwm, sorry you have @ATT. Switch to @TMobile &amp; I'll give you a year of free @Wendys chicken nuggets myself + mor…",https://twitter.com/trev_barry/status/851796439630065664,Twitter for iPhone,Retweet (native),"9,430.00","25,321.00"
11/04/2017 13:57:04,@trev_barry,Trevor Franklin,RT @carterjwm: HELP ME PLEASE. A MAN NEEDS HIS NUGGS https://t.co/4SrfHmEMo3,https://twitter.com/trev_barry/status/851796243701530624,Twitter for iPhone,Retweet (native),"3,633,344.00","984,885.00"
10/04/2017 21:50:16,@trev_barry,Trevor Franklin,@C_Rarey I'm like guac. Always extra,https://twitter.com/trev_barry/status/851552939768414208,Twitter for iPhone,Reply (native),0.00,1.00
10/04/2017 21:42:02,@trev_barry,Trevor Franklin,All good things must come to an end.... like my Spotify premium subscription RIP,https://twitter.com/trev_barry/status/851550869158064129,Twitter for iPhone,New,0.00,6.00
10/04/2017 19:05:40,@trev_barry,Trevor Franklin,Who said no? I'm going to find you https://t.co/FKOXCLm66c,https://twitter.com/trev_barry/status/851511515786223616,Twitter for iPhone,New,0.00,2.00
07/04/2017 12:03:47,@trev_barry,Trevor Franklin,Irony sure is sweet https://t.co/y5pSaap7u9,https://twitter.com/trev_barry/status/850318180581027841,Twitter for iPhone,New,0.00,6.00
05/04/2017 19:07:16,@trev_barry,Trevor Franklin,"RT @FCStargazers: Farmington Community Library presents ""It's Full of Stars"". 
Register now! https://t.co/lsvyjwLyMm https://t.co/XaSUMHP8KB",https://twitter.com/trev_barry/status/849699980872994817,Twitter for iPhone,Retweet (native),2.00,2.00
05/04/2017 19:03:11,@trev_barry,Trevor Franklin,"RT @ignant_: ""Yo Kendall, im gonna need you to come through with a pepsi, these cops are wildin"" https://t.co/dOpKnTq8LU",https://twitter.com/trev_barry/status/849698952853286912,Twitter for iPhone,Retweet (native),"31,656.00","54,123.00"
05/04/2017 19:02:50,@trev_barry,Trevor Franklin,RT @RexTestarossa: There's clearly only one person who can save us https://t.co/zlvziYKGdg,https://twitter.com/trev_barry/status/849698865771155456,Twitter for iPhone,Retweet (native),63.00,139.00
05/04/2017 19:01:36,@trev_barry,Trevor Franklin,RT @dylansprouse: Memeing my way into a higher tax bracket,https://twitter.com/trev_barry/status/849698554763456512,Twitter for iPhone,Retweet (native),"8,158.00","42,176.00"
05/04/2017 4:08:51,@trev_barry,Trevor Franklin,@Chantelxxx_ So that they don't have to tip anymore,https://twitter.com/trev_barry/status/849473886630678528,Twitter for iPhone,Reply (native),0.00,1.00
05/04/2017 4:08:40,@trev_barry,Trevor Franklin,@Chantelxxx_ If tipping really bothers anyone maybe they should try lobbying restaurants to pay their waiters a living wage,https://twitter.com/trev_barry/status/849473840854028290,Twitter for iPhone,Reply (native),0.00,3.00
05/04/2017 2:17:52,@trev_barry,Trevor Franklin,@K3NT_JAx0N Keep them frat boys in their place 👌🏼,https://twitter.com/trev_barry/status/849445957179670528,Twitter for iPhone,Reply (native),0.00,1.00
04/04/2017 21:54:08,@trev_barry,Trevor Franklin,@FoheyC I feel like I would die or some idk,https://twitter.com/trev_barry/status/849379585993179136,Twitter for iPhone,Reply (native),0.00,1.00
04/04/2017 4:10:13,@trev_barry,Trevor Franklin,The hardest part of #adulting us setting your own bedtime. Like how do people even do that???,https://twitter.com/trev_barry/status/849111842450546688,Twitter for iPhone,New,0.00,9.00
01/04/2017 23:45:21,@trev_barry,Trevor Franklin,Do shitty people realize that they're aweful people or are they blissfully unaware????,https://twitter.com/trev_barry/status/848320410231951360,Twitter for iPhone,New,0.00,6.00
01/04/2017 16:24:44,@trev_barry,Trevor Franklin,People who do that hip thrust exercise at the gym have more self confidence then I will ever have.,https://twitter.com/trev_barry/status/848209524058148864,Twitter for iPhone,New,0.00,7.00
01/04/2017 5:54:36,@trev_barry,Trevor Franklin,Whenever I see some sketchy stuff on Twitter I always gotta remind myself to not start passive aggressively subtweeting them #FPS,https://twitter.com/trev_barry/status/848050945707692032,Twitter for iPhone,New,0.00,1.00
01/04/2017 5:26:18,@trev_barry,Trevor Franklin,"RT @annachuba: April fools day reminder: do not fake suicide as a prank, it's not funny",https://twitter.com/trev_barry/status/848043824660303872,Twitter for iPhone,Retweet (native),5.00,30.00
31/03/2017 19:07:15,@trev_barry,Trevor Franklin,RT @MSUCapGreen: Our spring concert is ONE WEEK away! Come to The People's Church at 7pm on April 7th for murder mystery realness.,https://twitter.com/trev_barry/status/847888037367472129,Twitter for iPhone,Retweet (native),6.00,9.00
30/03/2017 23:03:09,@trev_barry,Trevor Franklin,I honestly feel so attacked right now https://t.co/lueqv18BRk,https://twitter.com/trev_barry/status/847585016175407105,Twitter for iPhone,New,0.00,5.00
29/03/2017 14:10:31,@trev_barry,Trevor Franklin,@cori_616 @kay_dog_ I'm triggered right now 💀💀,https://twitter.com/trev_barry/status/847088583282507776,Twitter for iPhone,Reply (native),0.00,2.00
29/03/2017 13:56:35,@trev_barry,Trevor Franklin,A proud alumni here 😑😑 https://t.co/mCBGNS7r5l,https://twitter.com/trev_barry/status/847085076621996034,Twitter for iPhone,New,1.00,8.00
28/03/2017 23:41:54,@trev_barry,Trevor Franklin,RT @Kyle_Feldscher: Detroit is the world's greatest city. https://t.co/1RUylctYxJ,https://twitter.com/trev_barry/status/846869988539613185,Twitter for iPhone,Retweet (native),260.00,544.00
25/03/2017 03:15:46,@trev_barry,Trevor Franklin,@madiilive will do lol,https://twitter.com/trev_barry/status/845474258763612160,Twitter for iPhone,Reply (native),0.00,0.00
24/03/2017 20:30:45,@trev_barry,Trevor Franklin,@madiilive https://t.co/PSwumOMq72,https://twitter.com/trev_barry/status/845372334223568897,Twitter for iPhone,Reply (native),0.00,0.00
24/03/2017 20:30:00,@trev_barry,Trevor Franklin,RT @___m3gan: Im flabbergasted that I was dragged into a conversation about whether or not the earth is flat. The FHS difference  😑,https://twitter.com/trev_barry/status/845372147971297284,Twitter for iPhone,Retweet (native),3.00,12.00
24/03/2017 15:27:11,@trev_barry,Trevor Franklin,"I think the whole ideology of ""you have nothing to fear if you have nothing to hide"" is super dangerous",https://twitter.com/trev_barry/status/845295939728396289,Twitter for iPhone,New,0.00,3.00
24/03/2017 12:44:52,@trev_barry,Trevor Franklin,@Moxie___ oh I get you. White people always trying to start shit 😉,https://twitter.com/trev_barry/status/845255092899065856,Twitter for iPhone,Reply (native),0.00,0.00
24/03/2017 12:24:10,@trev_barry,Trevor Franklin,@Moxie___ I get that lol. I guess I just don't get the joke. What about Panera makes it so Anglo?,https://twitter.com/trev_barry/status/845249881258250241,Twitter for iPhone,Reply (native),0.00,0.00
24/03/2017 02:09:12,@trev_barry,Trevor Franklin,@drewmitchyfabes add me to the list,https://twitter.com/trev_barry/status/845095122622709761,Twitter for iPhone,Reply (native),0.00,1.00
24/03/2017 00:52:00,@trev_barry,Trevor Franklin,@Moxie___ what's that supposed to mean exactly? 🤔,https://twitter.com/trev_barry/status/845075691850944512,Twitter for iPhone,Reply (native),0.00,0.00
24/03/2017 00:49:50,@trev_barry,Trevor Franklin,RT @deno_alldayy: The police are here for career week for my pre-k to 2nd graders and one of them asked why they shooting people https://t.…,https://twitter.com/trev_barry/status/845075148315279360,Twitter for iPhone,Retweet (native),"43,734.00","100,188.00"
20/03/2017 20:08:00,@trev_barry,Trevor Franklin,RT @hailey_thrasher: sharks are an endangered species but I'm so glad Brad from alpha chai tea latte got to look cool in front of his bros…,https://twitter.com/trev_barry/status/843917058630991873,Twitter for iPhone,Retweet (native),"98,249.00","229,453.00"
20/03/2017 12:34:14,@trev_barry,Trevor Franklin,Happy spring equinox everyone!,https://twitter.com/trev_barry/status/843802864757751810,Twitter for iPhone,New,0.00,2.00
19/03/2017 01:22:47,@trev_barry,Trevor Franklin,Oversharing with strangers is my superpower I've decided,https://twitter.com/trev_barry/status/843271501294063616,Twitter for iPhone,New,0.00,8.00
19/03/2017 00:12:56,@trev_barry,Trevor Franklin,"I think the last time I was truly ""cool"" was probably in middle school lol",https://twitter.com/trev_barry/status/843253921179189249,Twitter for iPhone,New,0.00,8.00
18/03/2017 14:46:39,@trev_barry,Trevor Franklin,RT @DepressedDarth: Retweet if you can't wait https://t.co/GwIoE6rt4H,https://twitter.com/trev_barry/status/843111413656797184,Twitter for iPhone,Retweet (native),"1,020.00","1,262.00"
18/03/2017 14:20:18,@trev_barry,Trevor Franklin,Passive aggressively tweets about my roommate having such little self awareness that he cranks up the TV on a Saturday at 10 am,https://twitter.com/trev_barry/status/843104779677110272,Twitter for iPhone,New,0.00,1.00
18/03/2017 02:58:18,@trev_barry,Trevor Franklin,"Had a drunk girl tell me my pjs were quote ""totes adorable"" so yea it's been a pretty eventful day.",https://twitter.com/trev_barry/status/842933149864726528,Twitter for iPhone,New,0.00,8.00
17/03/2017 20:04:47,@trev_barry,Trevor Franklin,"Most useful skill I've ever learned:

 Be the nicest to people you can't stand it works wonders. You can make some great allies lol",https://twitter.com/trev_barry/status/842829086909239297,Twitter for iPhone,New,0.00,4.00
17/03/2017 15:48:05,@trev_barry,Trevor Franklin,RT @TRlPPY420: https://t.co/FDqjoxRWYD,https://twitter.com/trev_barry/status/842764485765095425,Twitter for iPhone,Retweet (native),173.00,330.00
14/03/2017 22:51:42,@trev_barry,Trevor Franklin,@KaiSchiefer oh you 😘❤,https://twitter.com/trev_barry/status/841783927006236673,Twitter for iPhone,New,0.00,0.00
14/03/2017 22:39:14,@trev_barry,Trevor Franklin,Do hot people know that they're hot? Honest question @KaiSchiefer.,https://twitter.com/trev_barry/status/841780789234814976,Twitter for iPhone,New,0.00,7.00
